AR 100 100
B 16 75 19
B 16 76 2
B 16 77 8
B 16 78 5
B 16 79 12
B 16 80 15
B 16 81 23
B 16 82 0
B 16 83 15
B 16 84 2
B 16 85 21
B 16 86 9
B 16 87 15
B 16 88 19
B 16 89 3
B 16 90 11
B 16 91 0
B 16 92 1
B 16 93 8
B 16 94 0
B 16 95 1
B 16 96 0
B 16 97 25
B 16 98 15
B 16 99 10
B 17 0 12
B 17 1 25
B 17 2 4
B 17 3 6
B 17 4 5
B 17 5 20
B 17 6 12
B 17 7 4
B 17 8 13
B 17 9 2
B 17 10 23
B 17 11 15
B 17 12 15
B 17 13 13
B 17 14 17
B 17 15 17
B 17 16 21
B 17 17 3
B 17 18 24
B 17 19 8
B 17 20 20
B 17 21 3
B 17 22 10
B 17 23 15
B 17 24 22
B 17 25 4
B 17 26 3
B 17 27 21
B 17 28 17
B 17 29 10
B 17 30 11
B 17 31 21
B 17 32 16
B 17 33 2
B 17 34 7
B 17 35 6
B 17 36 11
B 17 37 4
B 17 38 24
B 17 39 24
B 17 40 10
B 17 41 0
B 17 42 21
B 17 43 6
B 17 44 14
B 17 45 7
B 17 46 17
B 17 47 23
B 17 48 25
B 17 49 10
B 17 50 11
B 17 51 14
B 17 52 25
B 17 53 11
B 17 54 14
B 17 55 25
B 17 56 22
B 17 57 6
B 17 58 24
B 17 59 7
B 17 60 8
B 17 61 17
B 17 62 12
B 17 63 12
B 17 64 15
B 17 65 4
B 17 66 22
B 17 67 18
B 17 68 24
B 17 69 17
B 17 70 1
B 17 71 2
B 17 72 8
B 17 73 20
B 17 74 24
B 17 75 20
B 17 76 0
B 17 77 5
B 17 78 22
B 17 79 3
B 17 80 6
B 17 81 11
B 17 82 20
B 17 83 12
B 17 84 8
B 17 85 7
B 17 86 4
B 17 87 13
B 17 88 24
B 17 89 15
B 17 90 6
B 17 91 23
B 17 92 22
B 17 93 2
B 17 94 24
B 17 95 23
B 17 96 12
B 17 97 0
B 17 98 14
B 17 99 7
B 18 0 25
B 18 1 3
B 18 2 25
B 18 3 15
B 18 4 22
B 18 5 5
B 18 6 22
B 18 7 22
B 18 8 21
B 18 9 18
B 18 10 8
B 18 11 13
B 18 12 4
B 18 13 13
B 18 14 15
B 18 15 0
B 18 16 9
B 18 17 5
B 18 18 14
B 18 19 3
B 18 20 7
B 18 21 7
B 18 22 13
B 18 23 9
B 18 24 12
B 18 25 13
B 18 26 3
B 18 27 2
B 18 28 16
B 18 29 20
B 18 30 16
B 18 31 10
B 18 32 5
B 18 33 21
B 18 34 16
B 18 35 22
B 18 36 20
B 18 37 16
B 18 38 24
B 18 39 13
B 18 40 7
B 18 41 8
B 18 42 5
B 18 43 0
B 18 44 11
B 18 45 19
B 18 46 17
B 18 47 19
B 18 48 10
B 18 49 18
B 18 50 7
B 18 51 20
B 18 52 11
B 18 53 18
B 18 54 6
B 18 55 5
B 18 56 13
B 18 57 15
B 18 58 4
B 18 59 21
B 18 60 3
B 18 61 0
B 18 62 19
B 18 63 16
B 18 64 8
B 18 65 17
B 18 66 0
B 18 67 17
B 18 68 13
B 18 69 8
B 18 70 8
B 18 71 15
B 18 72 6
B 18 73 17
B 18 74 24
B 18 75 10
B 18 76 16
B 18 77 5
B 18 78 17
B 18 79 13
B 18 80 19
B 18 81 9
B 18 82 15
B 18 83 23
B 18 84 22
B 18 85 2
B 18 86 25
B 18 87 9
B 18 88 18
B 18 89 21
B 18 90 14
B 18 91 8
B 18 92 15
B 18 93 24
B 18 94 6
B 18 95 14
B 18 96 22
B 18 97 7
B 18 98 8
B 18 99 13
B 19 0 25
B 19 1 2
B 19 2 20
B 19 3 11
B 19 4 17
B 19 5 22
B 19 6 2
B 19 7 16
B 19 8 7
B 19 9 25
B 19 10 0
B 19 11 9
B 19 12 0
B 19 13 19
B 19 14 13
B 19 15 15
B 19 16 17
B 19 17 13
B 19 18 19
B 19 19 7
B 19 20 22
B 19 21 6
B 19 22 19
B 19 23 21
B 19 24 10
B 19 25 18
B 19 26 17
B 19 27 3
B 19 28 11
B 19 29 11
B 19 30 20
B 19 31 2
B 19 32 24
B 19 33 11
B 19 34 19
B 19 35 24
B 19 36 14
B 19 37 25
B 19 38 17
B 19 39 19
B 19 40 4
B 19 41 14
B 19 42 12
B 19 43 11
B 19 44 2
B 19 45 2
B 19 46 4
B 19 47 20
B 19 48 20
B 19 49 0
B 19 50 9
B 19 51 19
B 19 52 24
B 19 53 1
B 19 54 15
B 19 55 16
B 19 56 10
B 19 57 10
B 19 58 15
B 19 59 7
B 19 60 21
B 19 61 10
B 19 62 17
B 19 63 20
B 19 64 10
B 19 65 16
B 19 66 11
B 19 67 3
B 19 68 19
B 19 69 11
B 19 70 24
B 19 71 8
B 19 72 11
B 19 73 15
B 19 74 12
B 19 75 5
B 19 76 20
B 19 77 12
B 19 78 0
B 19 79 2
B 19 80 3
B 19 81 14
B 19 82 25
B 19 83 9
B 19 84 2
B 19 85 14
B 19 86 4
B 19 87 21
B 19 88 10
B 19 89 15
B 19 90 10
B 19 91 16
B 19 92 17
B 19 93 15
B 19 94 4
B 19 95 12
B 19 96 11
B 19 97 6
B 19 98 13
B 19 99 14
B 20 0 23
B 20 1 1
B 20 2 2
B 20 3 17
B 20 4 17
B 20 5 0
B 20 6 10
B 20 7 25
B 20 8 23
B 20 9 16
B 20 10 6
B 20 11 19
B 20 12 5
B 20 13 22
B 20 14 9
B 20 15 20
B 20 16 17
B 20 17 0
B 20 18 12
B 20 19 20
B 20 20 18
B 20 21 10
B 20 22 25
B 20 23 11
B 20 24 11
B 20 25 13
B 20 26 3
B 20 27 2
B 20 28 6
B 20 29 15
B 20 30 6
B 20 31 14
B 20 32 20
B 20 33 16
B 20 34 11
B 20 35 25
B 20 36 22
B 20 37 14
B 20 38 4
B 20 39 22
B 20 40 13
B 20 41 7
B 20 42 22
B 20 43 23
B 20 44 22
B 20 45 25
B 20 46 2
B 20 47 14
B 20 48 19
B 20 49 15
B 20 50 8
B 20 51 8
B 20 52 5
B 20 53 8
B 20 54 1
B 20 55 1
B 20 56 19
B 20 57 3
B 20 58 19
B 20 59 4
B 20 60 18
B 20 61 15
B 20 62 2
B 20 63 9
B 20 64 16
B 20 65 25
B 20 66 13
B 20 67 22
B 20 68 6
B 20 69 9
B 20 70 14
B 20 71 24
B 20 72 0
B 20 73 15
B 20 74 21
B 20 75 0
B 20 76 24
B 20 77 1
B 20 78 17
B 20 79 14
B 20 80 12
B 20 81 18
B 20 82 9
B 20 83 18
B 20 84 16
B 20 85 19
B 20 86 6
B 20 87 25
B 20 88 18
B 20 89 0
B 20 90 5
B 20 91 2
B 20 92 10
B 20 93 0
B 20 94 21
B 20 95 17
B 20 96 6
B 20 97 24
B 20 98 1
B 20 99 23
B 21 0 11
B 21 1 11
B 21 2 7
B 21 3 13
B 21 4 19
B 21 5 0
B 21 6 13
B 21 7 14
B 21 8 6
B 21 9 3
B 21 10 20
B 21 11 14
B 21 12 9
B 21 13 10
B 21 14 2
B 21 15 19
B 21 16 16
B 21 17 0
B 21 18 20
B 21 19 18
B 21 20 15
B 21 21 12
B 21 22 20
B 21 23 8
B 21 24 20
B 21 25 24
B 21 26 1
B 21 27 17
B 21 28 16
B 21 29 14
B 21 30 1
B 21 31 4
B 21 32 9
B 21 33 8
B 21 34 22
B 21 35 25
B 21 36 20
B 21 37 22
B 21 38 4
B 21 39 2
B 21 40 15
B 21 41 15
B 21 42 14
B 21 43 18
B 21 44 13
B 21 45 17
B 21 46 14
B 21 47 6
B 21 48 9
B 21 49 14
B 21 50 2
B 21 51 21
B 21 52 4
B 21 53 4
B 21 54 10
B 21 55 14
B 21 56 1
B 21 57 11
B 21 58 18
B 21 59 13
B 21 60 9
B 21 61 13
B 21 62 24
B 21 63 20
B 21 64 1
B 21 65 21
B 21 66 5
B 21 67 25
B 21 68 17
B 21 69 19
B 21 70 3
B 21 71 22
B 21 72 7
B 21 73 11
B 21 74 7
B 21 75 13
B 21 76 17
B 21 77 24
B 21 78 24
B 21 79 12
B 21 80 23
B 21 81 13
B 21 82 4
B 21 83 5
B 21 84 0
B 21 85 7
B 21 86 21
B 21 87 7
B 21 88 2
B 21 89 1
B 21 90 9
B 21 91 21
B 21 92 9
B 21 93 12
B 21 94 13
B 21 95 6
B 21 96 18
B 21 97 21
B 21 98 1
B 21 99 7
B 22 0 5
B 22 1 7
B 22 2 19
B 22 3 22
B 22 4 8
B 22 5 0
B 22 6 17
B 22 7 25
B 22 8 10
B 22 9 24
B 22 10 17
B 22 11 6
B 22 12 21
B 22 13 14
B 22 14 24
B 22 15 24
B 22 16 12
B 22 17 11
B 22 18 18
B 22 19 20
B 22 20 9
B 22 21 23
B 22 22 1
B 22 23 24
B 22 24 5
B 22 25 25
B 22 26 7
B 22 27 15
B 22 28 0
B 22 29 14
B 22 30 1
B 22 31 9
B 22 32 1
B 22 33 23
B 22 34 14
B 22 35 6
B 22 36 11
B 22 37 23
B 22 38 24
B 22 39 24
B 22 40 3
B 22 41 0
B 22 42 24
B 22 43 5
B 22 44 16
B 22 45 2
B 22 46 21
B 22 47 17
B 22 48 19
B 22 49 25
B 22 50 16
B 22 51 8
B 22 52 4
B 22 53 15
B 22 54 25
B 22 55 8
B 22 56 3
B 22 57 13
B 22 58 15
B 22 59 16
B 22 60 23
B 22 61 7
B 22 62 4
B 22 63 17
B 22 64 3
B 22 65 22
B 22 66 11
B 22 67 1
B 22 68 4
B 22 69 13
B 22 70 18
B 22 71 6
B 22 72 12
B 22 73 13
B 22 74 17
B 22 75 3
B 22 76 20
B 22 77 23
B 22 78 0
B 22 79 19
B 22 80 10
B 22 81 11
B 22 82 17
B 22 83 10
B 22 84 19
B 22 85 18
B 22 86 0
B 22 87 6
B 22 88 14
B 22 89 5
B 22 90 7
B 22 91 20
B 22 92 11
B 22 93 1
B 22 94 10
B 22 95 14
B 22 96 14
B 22 97 4
B 22 98 12
B 22 99 8
B 23 0 10
B 23 1 19
B 23 2 9
B 23 3 20
B 23 4 25
B 23 5 7
B 23 6 0
B 23 7 24
B 23 8 5
B 23 9 21
B 23 10 24
B 23 11 2
B 23 12 22
B 23 13 1
B 23 14 20
B 23 15 5
B 23 16 8
B 23 17 6
B 23 18 23
B 23 19 11
B 23 20 5
B 23 21 21
B 23 22 13
B 23 23 23
B 23 24 9
B 23 25 25
B 23 26 23
B 23 27 16
B 23 28 14
B 23 29 8
B 23 30 5
B 23 31 7
B 23 32 16
B 23 33 11
B 23 34 12
B 23 35 11
B 23 36 1
B 23 37 16
B 23 38 25
B 23 39 10
B 23 40 7
B 23 41 15
B 23 42 20
B 23 43 3
B 23 44 23
B 23 45 14
B 23 46 1
B 23 47 6
B 23 48 4
B 23 49 25
B 23 50 25
B 23 51 12
B 23 52 3
B 23 53 17
B 23 54 16
B 23 55 18
B 23 56 2
B 23 57 2
B 23 58 22
B 23 59 6
B 23 60 2
B 23 61 12
B 23 62 2
B 23 63 19
B 23 64 7
B 23 65 3
B 23 66 16
B 23 67 2
B 23 68 11
B 23 69 6
B 23 70 19
B 23 71 6
B 23 72 9
B 23 73 20
B 23 74 4
B 23 75 15
B 23 76 24
B 23 77 16
B 23 78 24
B 23 79 16
B 23 80 21
B 23 81 13
B 23 82 14
B 23 83 11
B 23 84 11
B 23 85 12
B 23 86 25
B 23 87 7
B 23 88 9
B 23 89 11
B 23 90 13
B 23 91 2
B 23 92 3
B 23 93 1
B 23 94 10
B 23 95 15
B 23 96 15
B 23 97 11
B 23 98 21
B 23 99 20
B 24 0 11
B 24 1 5
B 24 2 22
B 24 3 0
B 24 4 21
B 24 5 20
B 24 6 11
B 24 7 15
B 24 8 21
B 24 9 13
B 24 10 20
B 24 11 18
B 24 12 24
B 24 13 3
B 24 14 17
B 24 15 5
B 24 16 25
B 24 17 10
B 24 18 4
B 24 19 24
B 24 20 20
B 24 21 17
B 24 22 4
B 24 23 7
B 24 24 24
B 24 25 23
B 24 26 17
B 24 27 20
B 24 28 14
B 24 29 23
B 24 30 0
B 24 31 21
B 24 32 13
B 24 33 4
B 24 34 18
B 24 35 9
B 24 36 23
B 24 37 20
B 24 38 8
B 24 39 22
B 24 40 3
B 24 41 25
B 24 42 15
B 24 43 22
B 24 44 19
B 24 45 5
B 24 46 4
B 24 47 1
B 24 48 18
B 24 49 25
B 24 50 21
B 24 51 20
B 24 52 10
B 24 53 2
B 24 54 6
B 24 55 22
B 24 56 16
B 24 57 23
B 24 58 10
B 24 59 4
B 24 60 11
B 24 61 21
B 24 62 4
B 24 63 6
B 24 64 15
B 24 65 9
B 24 66 3
B 24 67 17
B 24 68 14
B 24 69 23
B 24 70 25
B 24 71 9
B 24 72 3
B 24 73 20
B 24 74 7
B 24 75 3
B 24 76 0
B 24 77 19
B 24 78 8
B 24 79 8
B 24 80 9
B 24 81 16
B 24 82 21
B 24 83 4
B 24 84 16
B 24 85 17
B 24 86 17
B 24 87 1
B 24 88 16
B 24 89 13
B 24 90 9
B 24 91 8
B 24 92 24
B 24 93 3
B 24 94 22
B 24 95 4
B 24 96 11
B 24 97 1
B 24 98 12
B 24 99 20
B 25 0 2
B 25 1 21
B 25 2 19
B 25 3 15
B 25 4 15
B 25 5 19
B 25 6 5
B 25 7 7
B 25 8 11
B 25 9 12
B 25 10 7
B 25 11 6
B 25 12 14
B 25 13 1
B 25 14 3
B 25 15 9
B 25 16 24
B 25 17 12
B 25 18 5
B 25 19 4
B 25 20 2
B 25 21 6
B 25 22 20
B 25 23 14
B 25 24 13
B 25 25 11
B 25 26 3
B 25 27 17
B 25 28 10
B 25 29 13
B 25 30 2
B 25 31 11
B 25 32 15
B 25 33 15
B 25 34 25
B 25 35 2
B 25 36 14
B 25 37 17
B 25 38 8
B 25 39 25
B 25 40 16
B 25 41 24
B 25 42 6
B 25 43 16
B 25 44 0
B 25 45 23
B 25 46 16
B 25 47 9
B 25 48 7
B 25 49 23
B 25 50 8
B 25 51 0
B 25 52 19
B 25 53 6
B 25 54 11
B 25 55 5
B 25 56 21
B 25 57 0
B 25 58 5
B 25 59 0
B 25 60 18
B 25 61 7
B 25 62 25
B 25 63 17
B 25 64 21
B 25 65 23
B 25 66 6
B 25 67 1
B 25 68 18
B 25 69 7
B 25 70 22
B 25 71 13
B 25 72 2
B 25 73 15
B 25 74 21
B 25 75 18
B 25 76 24
B 25 77 4
B 25 78 6
B 25 79 15
B 25 80 17
B 25 81 24
B 25 82 15
B 25 83 13
B 25 84 4
B 25 85 7
B 25 86 3
B 25 87 2
B 25 88 8
B 25 89 10
B 25 90 25
B 25 91 11
B 25 92 5
B 25 93 3
B 25 94 22
B 25 95 18
B 25 96 18
B 25 97 4
B 25 98 14
B 25 99 2
B 26 0 21
B 26 1 13
B 26 2 8
B 26 3 4
B 26 4 19
B 26 5 7
B 26 6 19
B 26 7 0
B 26 8 1
B 26 9 2
B 26 10 8
B 26 11 19
B 26 12 20
B 26 13 18
B 26 14 24
B 26 15 20
B 26 16 25
B 26 17 19
B 26 18 23
B 26 19 25
B 26 20 14
B 26 21 3
B 26 22 17
B 26 23 25
B 26 24 18
B 26 25 12
B 26 26 21
B 26 27 3
B 26 28 20
B 26 29 16
B 26 30 22
B 26 31 6
B 26 32 6
B 26 33 17
B 26 34 5
B 26 35 16
B 26 36 22
B 26 37 25
B 26 38 1
B 26 39 22
B 26 40 16
B 26 41 23
B 26 42 16
B 26 43 20
B 26 44 5
B 26 45 10
B 26 46 0
B 26 47 8
B 26 48 20
B 26 49 23
B 26 50 10
B 26 51 22
B 26 52 11
B 26 53 25
B 26 54 8
B 26 55 3
B 26 56 1
B 26 57 20
B 26 58 11
B 26 59 7
B 26 60 10
B 26 61 18
B 26 62 13
B 26 63 13
B 26 64 13
B 26 65 19
B 26 66 17
B 26 67 3
B 26 68 9
B 26 69 15
B 26 70 12
B 26 71 12
B 26 72 11
B 26 73 7
B 26 74 18
B 26 75 18
B 26 76 10
B 26 77 17
B 26 78 6
B 26 79 18
B 26 80 25
B 26 81 23
B 26 82 15
B 26 83 13
B 26 84 9
B 26 85 23
B 26 86 19
B 26 87 13
B 26 88 1
B 26 89 18
B 26 90 14
B 26 91 19
B 26 92 1
B 26 93 23
B 26 94 23
B 26 95 16
B 26 96 10
B 26 97 11
B 26 98 19
B 26 99 9
B 27 0 15
B 27 1 23
B 27 2 1
B 27 3 10
B 27 4 19
B 27 5 13
B 27 6 22
B 27 7 1
B 27 8 9
B 27 9 12
B 27 10 10
B 27 11 3
B 27 12 7
B 27 13 15
B 27 14 11
B 27 15 9
B 27 16 7
B 27 17 24
B 27 18 8
B 27 19 5
B 27 20 1
B 27 21 18
B 27 22 0
B 27 23 25
B 27 24 24
B 27 25 6
B 27 26 10
B 27 27 18
B 27 28 10
B 27 29 18
B 27 30 15
B 27 31 19
B 27 32 22
B 27 33 20
B 27 34 9
B 27 35 4
B 27 36 1
B 27 37 13
B 27 38 1
B 27 39 7
B 27 40 8
B 27 41 10
B 27 42 5
B 27 43 0
B 27 44 24
B 27 45 18
B 27 46 4
B 27 47 4
B 27 48 4
B 27 49 2
B 27 50 16
B 27 51 9
B 27 52 4
B 27 53 12
B 27 54 14
B 27 55 19
B 27 56 17
B 27 57 14
B 27 58 7
B 27 59 16
B 27 60 14
B 27 61 14
B 27 62 8
B 27 63 23
B 27 64 17
B 27 65 1
B 27 66 11
B 27 67 19
B 27 68 16
B 27 69 20
B 27 70 5
B 27 71 7
B 27 72 11
B 27 73 22
B 27 74 1
B 27 75 5
B 27 76 2
B 27 77 21
B 27 78 2
B 27 79 25
B 27 80 5
B 27 81 4
B 27 82 23
B 27 83 25
B 27 84 8
B 27 85 18
B 27 86 3
B 27 87 16
B 27 88 1
B 27 89 4
B 27 90 16
B 27 91 7
B 27 92 17
B 27 93 23
B 27 94 25
B 27 95 11
B 27 96 18
B 27 97 7
B 27 98 2
B 27 99 5
B 28 0 15
B 28 1 15
B 28 2 20
B 28 3 23
B 28 4 21
B 28 5 9
B 28 6 21
B 28 7 14
B 28 8 6
B 28 9 14
B 28 10 24
B 28 11 1
B 28 12 9
B 28 13 4
B 28 14 17
B 28 15 19
B 28 16 18
B 28 17 23
B 28 18 24
B 28 19 9
B 28 20 1
B 28 21 13
B 28 22 23
B 28 23 4
B 28 24 13
B 28 25 3
B 28 26 19
B 28 27 12
B 28 28 12
B 28 29 19
B 28 30 18
B 28 31 14
B 28 32 25
B 28 33 7
B 28 34 13
B 28 35 4
B 28 36 21
B 28 37 16
B 28 38 10
B 28 39 19
B 28 40 23
B 28 41 21
B 28 42 19
B 28 43 15
B 28 44 19
B 28 45 7
B 28 46 8
B 28 47 8
B 28 48 4
B 28 49 21
B 28 50 3
B 28 51 24
B 28 52 23
B 28 53 8
B 28 54 9
B 28 55 20
B 28 56 19
B 28 57 23
B 28 58 4
B 28 59 18
B 28 60 24
B 28 61 25
B 28 62 14
B 28 63 6
B 28 64 23
B 28 65 25
B 28 66 21
B 28 67 13
B 28 68 1
B 28 69 18
B 28 70 22
B 28 71 8
B 28 72 10
B 28 73 21
B 28 74 25
B 28 75 24
B 28 76 18
B 28 77 21
B 28 78 9
B 28 79 12
B 28 80 6
B 28 81 19
B 28 82 21
B 28 83 15
B 28 84 1
B 28 85 20
B 28 86 25
B 28 87 6
B 28 88 16
B 28 89 8
B 28 90 13
B 28 91 25
B 28 92 24
B 28 93 19
B 28 94 7
B 28 95 11
B 28 96 19
B 28 97 16
B 28 98 3
B 28 99 3
B 29 0 22
B 29 1 7
B 29 2 0
B 29 3 17
B 29 4 18
B 29 5 15
B 29 6 6
B 29 7 4
B 29 8 10
B 29 9 12
B 29 10 4
B 29 11 7
B 29 12 5
B 29 13 14
B 29 14 2
B 29 15 5
B 29 16 17
B 29 17 2
B 29 18 16
B 29 19 22
B 29 20 23
B 29 21 10
B 29 22 4
B 29 23 3
B 29 24 22
B 29 25 16
B 29 26 0
B 29 27 6
B 29 28 1
B 29 29 12
B 29 30 6
B 29 31 8
B 29 32 23
B 29 33 10
B 29 34 16
B 29 35 5
B 29 36 14
B 29 37 13
B 29 38 12
B 29 39 0
B 29 40 0
B 29 41 19
B 29 42 16
B 29 43 16
B 29 44 22
B 29 45 18
B 29 46 2
B 29 47 19
B 29 48 10
B 29 49 10
B 29 50 1
B 29 51 23
B 29 52 21
B 29 53 1
B 29 54 18
B 29 55 4
B 29 56 2
B 29 57 1
B 29 58 0
B 29 59 9
B 29 60 3
B 29 61 20
B 29 62 25
B 29 63 19
B 29 64 2
B 29 65 21
B 29 66 7
B 29 67 22
B 29 68 15
B 29 69 10
B 29 70 18
B 29 71 17
B 29 72 22
B 29 73 3
B 29 74 16
B 29 75 9
B 29 76 0
B 29 77 18
B 29 78 25
B 29 79 19
B 29 80 15
B 29 81 25
B 29 82 17
B 29 83 12
B 29 84 24
B 29 85 6
B 29 86 0
B 29 87 19
B 29 88 1
B 29 89 24
B 29 90 7
B 29 91 21
B 29 92 20
B 29 93 12
B 29 94 10
B 29 95 13
B 29 96 12
B 29 97 10
B 29 98 1
B 29 99 15
B 30 0 5
B 30 1 5
B 30 2 3
B 30 3 9
B 30 4 21
B 30 5 9
B 30 6 12
B 30 7 18
B 30 8 13
B 30 9 19
B 30 10 9
B 30 11 1
B 30 12 2
B 30 13 3
B 30 14 16
B 30 15 20
B 30 16 10
B 30 17 16
B 30 18 6
B 30 19 12
B 30 20 16
B 30 21 8
B 30 22 7
B 30 23 22
B 30 24 23
B 30 25 0
B 30 26 0
B 30 27 5
B 30 28 14
B 30 29 16
B 30 30 24
B 30 31 16
B 30 32 7
B 30 33 6
B 30 34 10
B 30 35 16
B 30 36 12
B 30 37 5
B 30 38 12
B 30 39 6
B 30 40 16
B 30 41 25
B 30 42 20
B 30 43 3
B 30 44 25
B 30 45 12
B 30 46 21
B 30 47 3
B 30 48 19
B 30 49 12
B 30 50 23
B 30 51 3
B 30 52 20
B 30 53 19
B 30 54 19
B 30 55 20
B 30 56 19
B 30 57 11
B 30 58 20
B 30 59 15
B 30 60 12
B 30 61 13
B 30 62 22
B 30 63 2
B 30 64 5
B 30 65 19
B 30 66 7
B 30 67 9
B 30 68 24
B 30 69 16
B 30 70 14
B 30 71 6
B 30 72 19
B 30 73 12
B 30 74 15
B 30 75 13
B 30 76 21
B 30 77 24
B 30 78 17
B 30 79 3
B 30 80 25
B 30 81 17
B 30 82 9
B 30 83 18
B 30 84 14
B 30 85 2
B 30 86 12
B 30 87 9
B 30 88 6
B 30 89 1
B 30 90 9
B 30 91 19
B 30 92 6
B 30 93 7
B 30 94 1
B 30 95 6
B 30 96 8
B 30 97 25
B 30 98 11
B 30 99 7
B 31 0 18
B 31 1 6
B 31 2 6
B 31 3 10
B 31 4 17
B 31 5 9
B 31 6 12
B 31 7 22
B 31 8 2
B 31 9 5
B 31 10 21
B 31 11 0
B 31 12 18
B 31 13 22
B 31 14 12
B 31 15 5
B 31 16 16
B 31 17 18
B 31 18 6
B 31 19 11
B 31 20 1
B 31 21 6
B 31 22 22
B 31 23 7
B 31 24 17
B 31 25 12
B 31 26 15
B 31 27 8
B 31 28 24
B 31 29 18
B 31 30 17
B 31 31 9
B 31 32 19
B 31 33 18
B 31 34 7
B 31 35 25
B 31 36 12
B 31 37 8
B 31 38 2
B 31 39 23
B 31 40 25
B 31 41 11
B 31 42 18
B 31 43 4
B 31 44 11
B 31 45 5
B 31 46 12
B 31 47 15
B 31 48 15
B 31 49 4
B 31 50 8
B 31 51 19
B 31 52 11
B 31 53 1
B 31 54 15
B 31 55 25
B 31 56 8
B 31 57 16
B 31 58 7
B 31 59 12
B 31 60 24
B 31 61 15
B 31 62 4
B 31 63 0
B 31 64 12
B 31 65 15
B 31 66 7
B 31 67 2
B 31 68 11
B 31 69 25
B 31 70 0
B 31 71 17
B 31 72 7
B 31 73 17
B 31 74 6
B 31 75 25
B 31 76 1
B 31 77 8
B 31 78 19
B 31 79 17
B 31 80 5
B 31 81 9
B 31 82 10
B 31 83 11
B 31 84 13
B 31 85 22
B 31 86 18
B 31 87 14
B 31 88 23
B 31 89 17
B 31 90 7
B 31 91 17
B 31 92 20
B 31 93 24
B 31 94 9
B 31 95 5
B 31 96 17
B 31 97 8
B 31 98 22
B 31 99 18
B 32 0 3
B 32 1 12
B 32 2 1
B 32 3 3
B 32 4 24
B 32 5 19
B 32 6 15
B 32 7 13
B 32 8 14
B 32 9 4
B 32 10 14
B 32 11 23
B 32 12 16
B 32 13 12
B 32 14 0
B 32 15 12
B 32 16 5
B 32 17 2
B 32 18 18
B 32 19 14
B 32 20 12
B 32 21 8
B 32 22 25
B 32 23 10
B 32 24 7
B 32 25 9
B 32 26 20
B 32 27 6
B 32 28 13
B 32 29 7
B 32 30 25
B 32 31 23
B 32 32 20
B 32 33 21
B 32 34 15
B 32 35 25
B 32 36 24
B 32 37 8
B 32 38 4
B 32 39 22
B 32 40 16
B 32 41 18
B 32 42 3
B 32 43 20
B 32 44 11
B 32 45 8
B 32 46 0
B 32 47 8
B 32 48 17
B 32 49 3
B 32 50 0
B 32 51 5
B 32 52 20
B 32 53 1
B 32 54 23
B 32 55 25
B 32 56 21
B 32 57 22
B 32 58 10
B 32 59 24
B 32 60 20
B 32 61 16
B 32 62 1
B 32 63 21
B 32 64 3
B 32 65 18
B 32 66 12
B 32 67 1
B 32 68 0
B 32 69 16
B 32 70 14
B 32 71 3
B 32 72 2
B 32 73 3
B 32 74 23
B 32 75 20
B 32 76 11
B 32 77 14
B 32 78 1
B 32 79 22
B 32 80 14
B 32 81 4
B 32 82 12
B 32 83 3
B 32 84 5
B 32 85 19
B 32 86 18
B 32 87 1
B 32 88 25
B 32 89 2
B 32 90 16
B 32 91 0
B 32 92 21
B 32 93 22
B 32 94 1
B 32 95 16
B 32 96 20
B 32 97 15
B 32 98 5
B 32 99 16
B 33 0 13
B 33 1 4
B 33 2 21
B 33 3 24
B 33 4 9
B 33 5 10
B 33 6 3
B 33 7 1
B 33 8 14
B 33 9 15
B 33 10 17
B 33 11 24
B 33 12 9
B 33 13 7
B 33 14 13
B 33 15 2
B 33 16 12
B 33 17 5
B 33 18 7
B 33 19 18
B 33 20 25
B 33 21 12
B 33 22 25
B 33 23 0
B 33 24 23
B 33 25 6
B 33 26 8
B 33 27 16
B 33 28 13
B 33 29 12
B 33 30 19
B 33 31 13
B 33 32 21
B 33 33 24
B 33 34 14
B 33 35 15
B 33 36 20
B 33 37 11
B 33 38 19
B 33 39 0
B 33 40 20
B 33 41 9
B 33 42 3
B 33 43 22
B 33 44 9
B 33 45 16
B 33 46 6
B 33 47 19
B 33 48 2
B 33 49 22
B 33 50 24
B 33 51 8
B 33 52 5
B 33 53 17
B 33 54 22
B 33 55 19
B 33 56 3
B 33 57 16
B 33 58 12
B 33 59 21
B 33 60 4
B 33 61 12
B 33 62 10
B 33 63 23
B 33 64 9
B 33 65 7
B 33 66 11
B 33 67 22
B 33 68 9
B 33 69 25
B 33 70 2
B 33 71 6
B 33 72 19
B 33 73 4
B 33 74 9
B 33 75 17
B 33 76 4
B 33 77 10
B 33 78 21
B 33 79 23
B 33 80 5
B 33 81 15
B 33 82 9
B 33 83 22
B 33 84 0
B 33 85 13
B 33 86 8
B 33 87 8
B 33 88 16
B 33 89 18
B 33 90 15
B 33 91 2
B 33 92 2
B 33 93 12
B 33 94 13
B 33 95 6
B 33 96 25
B 33 97 16
B 33 98 1
B 33 99 22
B 34 0 1
B 34 1 6
B 34 2 15
B 34 3 7
B 34 4 25
B 34 5 11
B 34 6 6
B 34 7 0
B 34 8 19
B 34 9 7
B 34 10 18
B 34 11 8
B 34 12 22
B 34 13 0
B 34 14 9
B 34 15 13
B 34 16 23
B 34 17 17
B 34 18 24
B 34 19 17
B 34 20 23
B 34 21 14
B 34 22 18
B 34 23 14
